N,P,K,temperature,humidity,ph,rainfall,soil_texture,crop_label
24.0,27.0,9.0,18.87,93.25,6.16,119.39,1.0,4.0
82.0,43.0,38.0,23.29,81.43,5.11,242.32,0.0,6.0
94.0,50.0,37.0,25.67,80.66,6.95,209.59,0.0,6.0
37.0,24.0,13.0,19.14,90.71,7.85,108.02,1.0,4.0
58.0,79.0,17.0,27.25,66.1,7.04,62.32,3.0,1.0
72.0,60.0,25.0,18.53,69.03,5.77,88.1,3.0,3.0
105.0,30.0,50.0,25.3,81.78,6.38,57.04,2.0,5.0
57.0,67.0,25.0,32.35,66.61,7.55,64.56,3.0,1.0
65.0,37.0,40.0,23.36,83.6,5.33,188.41,0.0,6.0
2.0,38.0,18.0,27.54,89.93,6.62,45.49,1.0,9.0
14.0,41.0,17.0,29.13,88.48,7.09,36.45,1.0,9.0
31.0,76.0,82.0,20.82,17.85,7.6,79.21,1.0,7.0
115.0,18.0,53.0,29.17,94.2,6.01,22.07,3.0,8.0
89.0,54.0,38.0,24.52,83.54,6.69,230.45,0.0,6.0
8.0,28.0,37.0,23.88,86.21,6.08,108.31,3.0,2.0
70.0,44.0,19.0,23.32,73.45,5.85,94.3,3.0,3.0
61.0,60.0,15.0,24.88,68.74,6.27,91.26,3.0,3.0
107.0,5.0,52.0,26.66,89.98,6.88,57.41,2.0,5.0
67.0,43.0,39.0,26.04,84.97,6.0,186.75,0.0,6.0
97.0,12.0,47.0,25.29,89.64,6.77,58.29,2.0,5.0
4.0,13.0,6.0,15.63,94.26,7.56,101.47,1.0,4.0
99.0,55.0,35.0,21.72,80.24,6.5,277.96,0.0,6.0
66.0,54.0,21.0,25.19,60.2,5.92,72.12,3.0,3.0
30.0,63.0,16.0,23.61,21.91,5.53,100.6,0.0,0.0
40.0,27.0,45.0,21.66,94.79,5.89,112.43,3.0,2.0
105.0,30.0,50.0,25.3,81.78,6.38,57.04,2.0,5.0
58.0,75.0,25.0,25.26,61.37,7.26,68.65,3.0,1.0
36.0,24.0,41.0,24.94,94.26,7.01,103.88,3.0,2.0
42.0,74.0,83.0,19.26,14.28,7.55,65.78,1.0,7.0
85.0,58.0,41.0,21.77,80.32,7.04,226.66,0.0,6.0
97.0,22.0,50.0,26.26,86.15,6.77,58.98,2.0,5.0
30.0,65.0,25.0,32.89,64.59,7.71,71.51,3.0,1.0
36.0,38.0,15.0,28.36,87.6,6.32,58.0,1.0,9.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
9.0,8.0,40.0,22.49,89.92,6.55,111.66,3.0,2.0
0.0,55.0,22.0,22.99,20.58,5.92,143.86,0.0,0.0
85.0,58.0,41.0,21.77,80.32,7.04,226.66,0.0,6.0
32.0,18.0,13.0,13.84,91.75,6.04,107.99,1.0,4.0
64.0,35.0,23.0,23.02,61.89,5.68,63.04,3.0,3.0
29.0,25.0,14.0,30.49,90.46,7.78,113.33,1.0,4.0
30.0,20.0,38.0,22.6,93.16,7.06,110.09,3.0,2.0
25.0,40.0,21.0,27.73,81.14,6.25,44.18,1.0,9.0
94.0,53.0,40.0,20.28,82.89,5.72,241.97,0.0,6.0
119.0,19.0,55.0,25.19,83.45,6.82,46.87,2.0,5.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
4.0,18.0,37.0,22.92,85.41,7.13,106.28,3.0,2.0
73.0,58.0,21.0,19.97,57.68,6.6,60.65,3.0,3.0
37.0,78.0,79.0,19.95,14.83,7.79,88.68,1.0,7.0
40.0,9.0,41.0,24.38,85.4,5.78,106.13,3.0,2.0
53.0,65.0,76.0,20.19,16.42,6.72,77.34,1.0,7.0
25.0,65.0,21.0,33.86,68.59,6.88,69.24,3.0,1.0
12.0,61.0,19.0,19.33,24.14,5.66,68.51,0.0,0.0
4.0,20.0,41.0,24.27,93.8,6.54,104.54,3.0,2.0
29.0,68.0,23.0,24.16,19.28,5.83,116.73,0.0,0.0
111.0,5.0,52.0,29.88,94.04,6.14,21.0,3.0,8.0
37.0,24.0,13.0,19.14,90.71,7.85,108.02,1.0,4.0
38.0,36.0,21.0,28.03,84.88,6.56,36.12,1.0,9.0
53.0,67.0,17.0,31.78,69.02,7.3,61.47,3.0,1.0
17.0,52.0,17.0,27.88,86.45,6.36,44.64,1.0,9.0
27.0,72.0,23.0,19.93,21.8,5.96,64.03,0.0,0.0
85.0,58.0,41.0,21.77,80.32,7.04,226.66,0.0,6.0
100.0,6.0,53.0,29.05,93.92,6.11,23.67,3.0,8.0
79.0,45.0,20.0,23.81,59.25,5.72,89.96,3.0,3.0
99.0,55.0,35.0,21.72,80.24,6.5,277.96,0.0,6.0
83.0,7.0,45.0,29.08,90.74,6.7,25.33,3.0,8.0
61.0,53.0,43.0,26.4,81.06,6.35,223.37,0.0,6.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
28.0,74.0,81.0,18.01,18.31,8.75,81.99,1.0,7.0
3.0,67.0,24.0,17.0,19.91,5.52,103.29,0.0,0.0
114.0,8.0,50.0,24.75,88.31,6.58,57.96,2.0,5.0
33.0,75.0,21.0,33.05,68.94,6.69,62.3,3.0,1.0
83.0,22.0,54.0,25.9,81.97,6.28,54.5,2.0,5.0
78.0,43.0,42.0,21.32,83.0,7.28,192.32,0.0,6.0
7.0,16.0,9.0,18.88,92.04,7.81,114.67,1.0,4.0
82.0,26.0,47.0,28.5,93.47,6.57,24.2,3.0,8.0
27.0,56.0,20.0,19.26,20.51,5.54,94.95,0.0,0.0
35.0,69.0,23.0,16.79,24.97,5.58,75.45,0.0,0.0
35.0,57.0,83.0,19.48,17.45,7.48,80.5,1.0,7.0
83.0,57.0,19.0,25.73,70.75,6.88,98.74,3.0,3.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
113.0,6.0,52.0,27.76,90.36,6.74,25.22,3.0,8.0
22.0,60.0,24.0,18.78,20.25,5.63,104.26,0.0,0.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
84.0,44.0,21.0,21.87,61.91,5.85,107.27,3.0,3.0
37.0,62.0,17.0,25.69,69.84,7.12,74.62,3.0,1.0
40.0,18.0,43.0,19.39,86.79,5.77,109.91,3.0,2.0
60.0,38.0,17.0,18.42,64.24,6.47,76.41,3.0,3.0
4.0,13.0,6.0,15.63,94.26,7.56,101.47,1.0,4.0
89.0,60.0,19.0,25.19,66.69,5.91,78.07,3.0,3.0
40.0,29.0,42.0,24.63,89.02,7.1,110.7,3.0,2.0
76.0,39.0,24.0,24.25,55.65,7.0,64.24,3.0,3.0
98.0,7.0,45.0,27.79,92.51,6.16,26.85,3.0,8.0
66.0,54.0,21.0,25.19,60.2,5.92,72.12,3.0,3.0
0.0,49.0,18.0,29.68,87.94,6.99,41.82,1.0,9.0
8.0,23.0,38.0,19.3,87.18,7.01,105.48,3.0,2.0
4.0,18.0,37.0,22.92,85.41,7.13,106.28,3.0,2.0
119.0,19.0,55.0,25.19,83.45,6.82,46.87,2.0,5.0
84.0,51.0,35.0,22.3,80.64,6.04,197.98,0.0,6.0
106.0,20.0,51.0,29.73,90.97,6.34,20.49,3.0,8.0
44.0,74.0,85.0,20.19,19.64,7.15,78.26,1.0,7.0
26.0,11.0,11.0,13.7,90.96,7.61,106.29,1.0,4.0
10.0,59.0,15.0,29.83,89.3,6.32,58.87,1.0,9.0
25.0,17.0,40.0,18.91,87.75,6.61,111.28,3.0,2.0
44.0,55.0,25.0,29.63,65.91,7.42,71.16,3.0,1.0
81.0,45.0,23.0,19.33,68.03,6.19,84.23,3.0,3.0
29.0,25.0,14.0,30.49,90.46,7.78,113.33,1.0,4.0
0.0,49.0,18.0,29.68,87.94,6.99,41.82,1.0,9.0
83.0,23.0,55.0,26.9,83.89,6.46,43.97,2.0,5.0
19.0,35.0,24.0,27.11,83.64,6.88,49.12,1.0,9.0
115.0,12.0,52.0,27.51,94.96,6.69,21.02,3.0,8.0
90.0,16.0,45.0,24.92,80.62,6.29,50.56,2.0,5.0
21.0,51.0,15.0,29.36,89.19,6.68,48.3,1.0,9.0
105.0,14.0,50.0,26.21,87.69,6.42,59.66,2.0,5.0
88.0,55.0,45.0,24.64,80.41,7.73,253.72,0.0,6.0
111.0,6.0,53.0,26.49,88.59,6.31,46.06,2.0,5.0
87.0,60.0,23.0,20.27,63.91,6.44,62.5,3.0,3.0
25.0,48.0,21.0,28.44,83.49,6.27,52.55,1.0,9.0
18.0,23.0,8.0,21.49,93.44,6.41,101.48,1.0,4.0
83.0,25.0,53.0,26.49,80.05,6.06,57.73,2.0,5.0
111.0,5.0,55.0,26.28,84.42,6.52,50.79,2.0,5.0
18.0,74.0,15.0,24.9,22.28,5.71,146.47,0.0,0.0
108.0,22.0,46.0,26.18,86.73,6.12,53.33,2.0,5.0
120.0,20.0,45.0,25.67,88.7,6.11,54.23,2.0,5.0
115.0,12.0,52.0,27.51,94.96,6.69,21.02,3.0,8.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
12.0,61.0,19.0,19.33,24.14,5.66,68.51,0.0,0.0
120.0,23.0,55.0,27.84,91.61,6.73,26.48,3.0,8.0
95.0,13.0,46.0,29.84,93.76,6.13,23.28,3.0,8.0
9.0,8.0,40.0,22.49,89.92,6.55,111.66,3.0,2.0
83.0,58.0,45.0,25.76,83.52,5.88,245.66,0.0,6.0
39.0,71.0,84.0,20.28,16.4,8.14,82.52,1.0,7.0
16.0,75.0,21.0,18.51,23.62,5.68,87.05,0.0,0.0
81.0,53.0,42.0,23.68,81.04,5.18,233.7,0.0,6.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
42.0,74.0,83.0,19.26,14.28,7.55,65.78,1.0,7.0
28.0,68.0,19.0,34.64,61.39,7.7,72.43,3.0,1.0
37.0,55.0,82.0,19.46,18.02,6.42,78.45,1.0,7.0
71.0,35.0,24.0,22.27,59.52,5.83,67.97,3.0,3.0
13.0,7.0,43.0,18.2,91.12,7.01,109.66,3.0,2.0
11.0,14.0,5.0,11.5,94.89,6.95,115.57,1.0,4.0
77.0,36.0,23.0,24.71,56.73,6.65,88.45,3.0,3.0
58.0,71.0,15.0,27.83,67.59,6.92,74.01,3.0,1.0
74.0,39.0,23.0,22.63,65.77,6.78,88.17,3.0,3.0
20.0,73.0,22.0,16.04,22.33,5.98,130.39,0.0,0.0
26.0,65.0,22.0,17.85,18.78,5.95,143.1,0.0,0.0
29.0,45.0,16.0,28.44,87.91,6.58,43.12,1.0,9.0
85.0,37.0,39.0,24.53,82.74,6.36,224.68,0.0,6.0
61.0,41.0,17.0,25.14,65.26,6.02,76.68,3.0,3.0
16.0,29.0,13.0,32.32,93.68,6.2,117.62,1.0,4.0
32.0,60.0,83.0,19.69,19.44,8.83,91.76,1.0,7.0
13.0,22.0,5.0,19.67,90.5,7.76,100.17,1.0,4.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
90.0,52.0,25.0,25.97,69.36,6.82,103.22,3.0,3.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
18.0,14.0,11.0,28.05,90.01,6.55,117.13,1.0,4.0
95.0,16.0,55.0,25.27,87.55,6.61,40.13,2.0,5.0
4.0,20.0,41.0,24.27,93.8,6.54,104.54,3.0,2.0
26.0,65.0,22.0,17.85,18.78,5.95,143.1,0.0,0.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
9.0,8.0,40.0,22.49,89.92,6.55,111.66,3.0,2.0
17.0,58.0,20.0,28.07,85.92,6.43,39.24,1.0,9.0
29.0,76.0,15.0,28.54,64.2,7.03,69.69,3.0,1.0
49.0,68.0,22.0,28.57,61.53,7.13,63.5,3.0,1.0
8.0,45.0,18.0,27.93,85.42,7.01,43.25,1.0,9.0
95.0,12.0,51.0,25.76,84.17,6.68,44.22,2.0,5.0
26.0,80.0,18.0,19.33,23.33,5.58,104.78,0.0,0.0
40.0,64.0,16.0,16.43,24.24,5.93,140.37,0.0,0.0
113.0,20.0,48.0,27.47,94.88,6.44,27.28,3.0,8.0
3.0,26.0,39.0,24.38,91.19,7.08,103.6,3.0,2.0
23.0,30.0,44.0,20.94,85.43,6.12,103.03,3.0,2.0
22.0,79.0,17.0,21.42,20.4,5.91,116.52,0.0,0.0
76.0,57.0,18.0,18.98,74.53,6.09,94.26,3.0,3.0
13.0,16.0,8.0,34.74,93.12,6.95,100.2,1.0,4.0
26.0,27.0,10.0,28.07,92.91,6.08,114.13,1.0,4.0
21.0,21.0,38.0,22.55,89.33,6.33,104.9,3.0,2.0
59.0,69.0,80.0,19.08,17.87,8.17,69.41,1.0,7.0
60.0,46.0,22.0,24.89,65.61,6.63,87.93,3.0,3.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
34.0,71.0,79.0,17.93,15.86,7.73,74.64,1.0,7.0
67.0,35.0,22.0,23.31,63.25,6.39,108.76,3.0,3.0
119.0,5.0,55.0,29.69,94.3,6.17,26.84,3.0,8.0
9.0,25.0,41.0,24.82,91.91,5.97,109.29,3.0,2.0
3.0,9.0,45.0,23.89,89.62,6.54,104.62,3.0,2.0
85.0,37.0,39.0,24.53,82.74,6.36,224.68,0.0,6.0
75.0,53.0,18.0,20.69,59.44,6.86,103.65,3.0,3.0
83.0,58.0,45.0,25.76,83.52,5.88,245.66,0.0,6.0
8.0,23.0,44.0,18.47,89.69,7.13,108.48,3.0,2.0
95.0,16.0,46.0,27.08,90.14,6.75,24.45,3.0,8.0
9.0,80.0,19.0,21.81,18.57,5.95,125.1,0.0,0.0
76.0,40.0,43.0,25.16,83.12,5.07,231.38,0.0,6.0
50.0,64.0,25.0,28.84,63.37,6.73,70.25,3.0,1.0
27.0,40.0,24.0,27.84,90.0,7.06,52.85,1.0,9.0
49.0,72.0,15.0,31.56,67.84,7.14,74.87,3.0,1.0
101.0,17.0,47.0,29.49,94.73,6.19,26.31,3.0,8.0
88.0,55.0,45.0,24.64,80.41,7.73,253.72,0.0,6.0
117.0,25.0,53.0,29.12,92.13,6.41,24.52,3.0,8.0
25.0,62.0,21.0,26.73,68.14,7.04,67.15,3.0,1.0
95.0,13.0,46.0,29.84,93.76,6.13,23.28,3.0,8.0
25.0,48.0,21.0,28.44,83.49,6.27,52.55,1.0,9.0
95.0,12.0,46.0,26.22,81.01,6.32,54.65,2.0,5.0
119.0,19.0,55.0,25.19,83.45,6.82,46.87,2.0,5.0
64.0,45.0,43.0,25.63,83.53,5.53,209.9,0.0,6.0
11.0,71.0,24.0,21.14,22.72,5.61,141.61,0.0,0.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
0.0,23.0,15.0,22.57,93.37,7.6,109.86,1.0,4.0
37.0,18.0,39.0,24.15,94.51,6.42,110.23,3.0,2.0
81.0,30.0,48.0,28.52,92.1,6.04,29.87,3.0,8.0
104.0,17.0,46.0,25.71,80.23,6.19,43.09,2.0,5.0
32.0,79.0,15.0,23.91,20.75,5.71,81.6,0.0,0.0
19.0,39.0,17.0,29.28,81.8,6.89,44.47,1.0,9.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
13.0,7.0,43.0,18.2,91.12,7.01,109.66,3.0,2.0
40.0,64.0,16.0,16.43,24.24,5.93,140.37,0.0,0.0
108.0,26.0,52.0,28.83,94.27,6.2,26.24,3.0,8.0
31.0,8.0,7.0,34.51,93.64,7.16,103.57,1.0,4.0
44.0,55.0,25.0,29.63,65.91,7.42,71.16,3.0,1.0
31.0,25.0,12.0,18.05,90.04,7.02,111.78,1.0,4.0
8.0,7.0,10.0,28.26,91.98,6.93,105.21,1.0,4.0
99.0,38.0,21.0,22.88,71.6,6.35,67.73,3.0,3.0
68.0,41.0,16.0,21.78,57.81,6.16,102.09,3.0,3.0
83.0,45.0,21.0,18.83,58.75,5.72,79.75,3.0,3.0
39.0,37.0,15.0,29.0,83.79,6.82,59.84,1.0,9.0
39.0,37.0,15.0,29.0,83.79,6.82,59.84,1.0,9.0
19.0,55.0,20.0,27.43,87.81,7.19,54.73,1.0,9.0
34.0,60.0,23.0,20.13,24.97,5.66,100.05,0.0,0.0
11.0,61.0,21.0,18.62,23.02,5.53,135.34,0.0,0.0
92.0,20.0,55.0,25.1,87.53,6.59,59.27,2.0,5.0
21.0,17.0,15.0,23.98,91.55,7.46,118.49,1.0,4.0
66.0,53.0,19.0,23.09,60.12,6.03,65.5,3.0,3.0
22.0,60.0,24.0,18.78,20.25,5.63,104.26,0.0,0.0
93.0,53.0,38.0,26.93,81.91,7.07,290.68,0.0,6.0
5.0,29.0,44.0,21.02,93.06,5.58,104.78,3.0,2.0
21.0,21.0,38.0,22.55,89.33,6.33,104.9,3.0,2.0
114.0,27.0,48.0,27.82,93.04,6.53,26.32,3.0,8.0
23.0,62.0,85.0,18.97,19.52,8.49,80.71,1.0,7.0
10.0,5.0,5.0,21.21,91.35,7.82,112.98,1.0,4.0
18.0,12.0,8.0,12.59,91.82,6.21,119.39,1.0,4.0
24.0,55.0,78.0,17.3,15.15,6.65,75.58,1.0,7.0
9.0,48.0,22.0,27.77,87.1,6.4,49.51,1.0,9.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
60.0,51.0,36.0,22.7,82.81,6.03,257.0,0.0,6.0
39.0,71.0,84.0,20.28,16.4,8.14,82.52,1.0,7.0
26.0,65.0,22.0,17.85,18.78,5.95,143.1,0.0,0.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
26.0,80.0,83.0,17.08,16.15,7.53,71.31,1.0,7.0
78.0,58.0,15.0,25.01,67.82,6.53,62.91,3.0,3.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
23.0,39.0,22.0,29.26,81.98,6.86,42.02,1.0,9.0
25.0,27.0,41.0,19.2,94.28,6.92,108.04,3.0,2.0
60.0,48.0,39.0,24.28,80.3,7.04,231.09,0.0,6.0
19.0,55.0,20.0,27.43,87.81,7.19,54.73,1.0,9.0
23.0,72.0,84.0,19.02,17.13,6.92,79.93,1.0,7.0
42.0,67.0,77.0,18.99,15.94,6.11,78.71,1.0,7.0
49.0,71.0,76.0,19.71,17.64,6.61,85.58,1.0,7.0
81.0,16.0,45.0,26.9,86.25,6.73,59.76,2.0,5.0
58.0,79.0,17.0,27.25,66.1,7.04,62.32,3.0,1.0
31.0,51.0,25.0,27.54,85.57,7.2,53.02,1.0,9.0
25.0,48.0,21.0,28.44,83.49,6.27,52.55,1.0,9.0
39.0,24.0,14.0,30.55,90.9,7.19,106.07,1.0,4.0
20.0,60.0,25.0,27.33,69.09,6.73,61.19,3.0,1.0
59.0,62.0,83.0,18.58,19.22,8.1,72.95,1.0,7.0
40.0,78.0,20.0,19.19,20.83,5.67,80.15,0.0,0.0
36.0,7.0,37.0,19.87,86.36,5.78,108.32,3.0,2.0
5.0,15.0,38.0,18.26,88.17,5.71,108.08,3.0,2.0
20.0,23.0,11.0,31.85,90.12,6.41,109.95,1.0,4.0
86.0,36.0,24.0,26.55,72.89,5.79,73.34,3.0,3.0
26.0,80.0,83.0,17.08,16.15,7.53,71.31,1.0,7.0
27.0,62.0,77.0,18.2,14.71,6.58,70.18,1.0,7.0
100.0,14.0,49.0,29.49,91.08,6.37,26.02,3.0,8.0
91.0,13.0,47.0,29.11,92.44,6.14,27.96,3.0,8.0
34.0,66.0,17.0,18.81,21.28,5.89,125.08,0.0,0.0
4.0,59.0,25.0,27.69,81.94,6.23,54.62,1.0,9.0
57.0,60.0,84.0,19.1,17.26,6.59,75.49,1.0,7.0
26.0,18.0,42.0,19.73,89.65,6.91,108.23,3.0,2.0
76.0,48.0,18.0,19.3,69.63,5.78,83.21,3.0,3.0
8.0,16.0,6.0,12.23,90.26,7.11,108.42,1.0,4.0
28.0,35.0,22.0,29.53,86.73,7.16,59.87,1.0,9.0
18.0,23.0,8.0,21.49,93.44,6.41,101.48,1.0,4.0
21.0,38.0,21.0,29.76,86.45,6.64,37.55,1.0,9.0
66.0,54.0,21.0,25.19,60.2,5.92,72.12,3.0,3.0
85.0,52.0,45.0,26.31,82.37,7.22,265.54,0.0,6.0
60.0,68.0,83.0,19.12,18.43,6.62,85.53,1.0,7.0
37.0,55.0,82.0,19.46,18.02,6.42,78.45,1.0,7.0
104.0,25.0,51.0,28.96,93.88,6.47,23.56,3.0,8.0
27.0,56.0,22.0,19.92,20.7,5.83,108.64,0.0,0.0
96.0,54.0,22.0,25.7,61.33,6.96,83.21,3.0,3.0
22.0,60.0,24.0,18.78,20.25,5.63,104.26,0.0,0.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
96.0,13.0,55.0,29.53,94.57,6.7,21.14,3.0,8.0
52.0,63.0,19.0,29.59,68.32,6.93,67.53,3.0,1.0
31.0,37.0,21.0,27.24,86.4,6.71,37.31,1.0,9.0
5.0,8.0,5.0,11.03,92.23,6.56,112.77,1.0,4.0
76.0,51.0,18.0,26.17,71.96,6.25,79.85,3.0,3.0
31.0,8.0,7.0,34.51,93.64,7.16,103.57,1.0,4.0
26.0,67.0,16.0,29.11,67.91,7.18,67.83,3.0,1.0
22.0,60.0,85.0,18.84,14.74,6.81,94.78,1.0,7.0
91.0,53.0,40.0,26.53,81.42,5.39,264.61,0.0,6.0
27.0,64.0,15.0,20.16,24.84,5.51,138.24,0.0,0.0
26.0,11.0,11.0,13.7,90.96,7.61,106.29,1.0,4.0
39.0,71.0,84.0,20.28,16.4,8.14,82.52,1.0,7.0
83.0,29.0,52.0,25.76,87.59,6.7,46.05,2.0,5.0
119.0,30.0,49.0,25.36,80.46,6.9,47.72,2.0,5.0
90.0,52.0,25.0,25.97,69.36,6.82,103.22,3.0,3.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
70.0,47.0,17.0,24.61,70.42,6.6,104.16,3.0,3.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
101.0,17.0,47.0,29.49,94.73,6.19,26.31,3.0,8.0
54.0,61.0,77.0,18.81,15.22,6.21,77.54,1.0,7.0
98.0,7.0,45.0,27.79,92.51,6.16,26.85,3.0,8.0
67.0,35.0,22.0,23.31,63.25,6.39,108.76,3.0,3.0
90.0,46.0,42.0,23.98,81.45,7.5,250.08,0.0,6.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
99.0,50.0,15.0,18.15,71.09,5.57,88.08,3.0,3.0
31.0,37.0,21.0,27.24,86.4,6.71,37.31,1.0,9.0
4.0,6.0,7.0,23.01,91.12,6.71,112.67,1.0,4.0
19.0,78.0,16.0,20.65,23.11,5.97,67.72,0.0,0.0
95.0,55.0,42.0,26.8,82.15,5.95,193.35,0.0,6.0
28.0,7.0,9.0,34.59,92.13,6.73,115.57,1.0,4.0
32.0,60.0,83.0,19.69,19.44,8.83,91.76,1.0,7.0
81.0,30.0,48.0,28.52,92.1,6.04,29.87,3.0,8.0
55.0,77.0,22.0,31.43,62.99,7.76,64.78,3.0,1.0
57.0,67.0,25.0,32.35,66.61,7.55,64.56,3.0,1.0
30.0,20.0,38.0,22.6,93.16,7.06,110.09,3.0,2.0
69.0,37.0,42.0,23.06,83.37,7.07,251.05,0.0,6.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
24.0,55.0,78.0,17.3,15.15,6.65,75.58,1.0,7.0
34.0,59.0,23.0,28.56,83.25,6.94,56.48,1.0,9.0
12.0,29.0,13.0,22.46,91.53,7.57,118.01,1.0,4.0
95.0,12.0,46.0,26.22,81.01,6.32,54.65,2.0,5.0
85.0,21.0,47.0,29.87,90.61,6.19,24.7,3.0,8.0
95.0,38.0,22.0,19.85,61.25,5.73,100.77,3.0,3.0
26.0,54.0,17.0,28.55,88.96,6.27,49.49,1.0,9.0
3.0,9.0,45.0,23.89,89.62,6.54,104.62,3.0,2.0
64.0,45.0,43.0,25.63,83.53,5.53,209.9,0.0,6.0
1.0,15.0,9.0,29.98,94.55,7.53,115.36,1.0,4.0
42.0,67.0,77.0,18.99,15.94,6.11,78.71,1.0,7.0
31.0,26.0,9.0,11.7,93.26,7.57,103.2,1.0,4.0
1.0,59.0,23.0,27.47,87.18,7.18,43.78,1.0,9.0
28.0,58.0,81.0,17.48,16.54,6.18,93.35,1.0,7.0
120.0,23.0,55.0,27.84,91.61,6.73,26.48,3.0,8.0
6.0,48.0,24.0,28.64,84.61,6.79,48.48,1.0,9.0
26.0,18.0,42.0,19.73,89.65,6.91,108.23,3.0,2.0
26.0,27.0,10.0,28.07,92.91,6.08,114.13,1.0,4.0
112.0,25.0,51.0,25.05,85.57,6.93,56.72,2.0,5.0
9.0,48.0,20.0,29.66,84.28,6.38,56.1,1.0,9.0
79.0,45.0,20.0,23.81,59.25,5.72,89.96,3.0,3.0
113.0,6.0,52.0,27.76,90.36,6.74,25.22,3.0,8.0
114.0,27.0,48.0,27.82,93.04,6.53,26.32,3.0,8.0
23.0,62.0,85.0,18.97,19.52,8.49,80.71,1.0,7.0
83.0,60.0,36.0,25.6,80.15,6.9,200.83,0.0,6.0
52.0,68.0,78.0,17.49,16.96,6.9,86.05,1.0,7.0
67.0,43.0,39.0,26.04,84.97,6.0,186.75,0.0,6.0
17.0,58.0,20.0,28.07,85.92,6.43,39.24,1.0,9.0
37.0,55.0,82.0,19.46,18.02,6.42,78.45,1.0,7.0
50.0,64.0,25.0,28.84,63.37,6.73,70.25,3.0,1.0
0.0,49.0,18.0,29.68,87.94,6.99,41.82,1.0,9.0
23.0,62.0,19.0,16.52,20.46,5.61,98.78,0.0,0.0
100.0,14.0,49.0,29.49,91.08,6.37,26.02,3.0,8.0
9.0,11.0,8.0,24.86,94.39,6.56,111.78,1.0,4.0
22.0,56.0,17.0,29.88,87.33,6.89,44.75,1.0,9.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
9.0,80.0,19.0,21.81,18.57,5.95,125.1,0.0,0.0
105.0,14.0,50.0,26.21,87.69,6.42,59.66,2.0,5.0
37.0,49.0,25.0,29.91,85.85,6.42,41.39,1.0,9.0
85.0,37.0,39.0,24.53,82.74,6.36,224.68,0.0,6.0
6.0,18.0,37.0,19.66,89.94,5.94,108.05,3.0,2.0
93.0,53.0,38.0,26.93,81.91,7.07,290.68,0.0,6.0
73.0,35.0,38.0,24.89,81.98,5.01,185.95,0.0,6.0
39.0,17.0,45.0,18.1,90.42,6.92,104.88,3.0,2.0
115.0,11.0,46.0,24.42,89.4,6.62,40.32,2.0,5.0
23.0,59.0,19.0,21.99,24.87,5.85,129.57,0.0,0.0
13.0,16.0,8.0,34.74,93.12,6.95,100.2,1.0,4.0
28.0,58.0,81.0,17.48,16.54,6.18,93.35,1.0,7.0
29.0,22.0,40.0,23.63,89.73,6.15,107.68,3.0,2.0
20.0,8.0,12.0,25.3,94.96,7.26,117.97,1.0,4.0
6.0,77.0,25.0,20.61,24.36,5.79,69.64,0.0,0.0
11.0,10.0,45.0,22.63,88.46,6.4,109.04,3.0,2.0
34.0,47.0,19.0,27.31,85.45,6.57,53.15,1.0,9.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
91.0,56.0,37.0,23.43,80.57,6.36,269.5,0.0,6.0
107.0,11.0,54.0,28.59,91.34,6.09,29.44,3.0,8.0
27.0,65.0,18.0,20.11,23.22,5.6,73.36,0.0,0.0
23.0,59.0,25.0,27.83,88.73,6.32,56.69,1.0,9.0
8.0,54.0,20.0,28.33,80.77,7.03,38.8,1.0,9.0
69.0,37.0,42.0,23.06,83.37,7.07,251.05,0.0,6.0
4.0,19.0,43.0,18.07,93.15,5.78,106.36,3.0,2.0
118.0,18.0,52.0,28.05,90.83,6.56,20.76,3.0,8.0
